taxi_id,time,lon,lat,is_passenger,speed
22225,2021/11/8 22:04,114.029999,22.628733,0,41
22225,2021/11/8 22:34,114.065865,22.629116,0,45
22227,2021/11/8 0:23,114.061234,22.648701,0,0
22227,2021/11/8 0:33,114.050201,22.633333,0,0
22227,2021/11/8 1:40,114.057381,22.642517,0,0
22227,2021/11/8 1:52,114.057983,22.635218,0,4
22227,2021/11/8 2:17,114.103531,22.617718,0,9
22227,2021/11/8 2:29,114.106232,22.602833,0,0
22227,2021/11/8 2:46,114.109581,22.630951,0,0
22227,2021/11/8 3:01,114.121117,22.61005,0,27
22227,2021/11/8 3:13,114.129021,22.61775,0,0
22227,2021/11/8 7:50,114.100365,22.601583,0,0
22227,2021/11/8 8:07,114.140633,22.609182,0,0
22227,2021/11/8 8:25,114.139816,22.615583,0,1
22227,2021/11/8 8:44,114.125565,22.610216,0,0
22227,2021/11/8 9:11,114.062019,22.661467,0,25
22227,2021/11/8 9:53,114.110901,22.587749,0,0
22227,2021/11/8 10:03,114.137215,22.609249,0,0
22227,2021/11/8 10:37,114.121185,22.683634,0,0
22227,2021/11/8 11:04,114.120186,22.611517,0,0
22227,2021/11/8 11:16,114.13047,22.608999,0,0
22227,2021/11/8 12:14,114.1175,22.604967,0,0
22227,2021/11/8 12:24,114.148537,22.608749,0,4
22227,2021/11/8 12:52,114.094017,22.611233,0,7
22227,2021/11/8 13:01,114.10865,22.610767,0,0
22227,2021/11/8 13:15,114.149002,22.626034,0,5
22227,2021/11/8 13:35,114.128998,22.601801,0,0
22227,2021/11/8 13:57,114.152763,22.61965,0,0
22227,2021/11/8 14:15,114.116951,22.604418,0,22
22227,2021/11/8 14:32,114.140732,22.612368,0,0
22227,2021/11/8 14:37,114.142166,22.603783,0,0
22227,2021/11/8 14:52,114.134964,22.619217,0,16
22227,2021/11/8 15:01,114.142403,22.627701,0,0
22227,2021/11/8 15:18,114.144997,22.612183,0,0
22227,2021/11/8 15:34,114.133049,22.615932,0,0
22227,2021/11/8 15:47,114.11972,22.6113,0,0
22227,2021/11/8 15:52,114.106384,22.61525,0,0
22227,2021/11/8 16:11,114.136719,22.608232,0,0
22227,2021/11/8 16:20,114.132935,22.615717,0,0
22227,2021/11/8 16:51,114.122566,22.607817,0,0
22227,2021/11/8 18:09,114.11792,22.614468,0,23
22227,2021/11/8 19:10,114.24575,22.734133,0,7
22227,2021/11/8 19:55,114.116219,22.703833,0,0
22227,2021/11/8 20:57,114.105598,22.608267,0,14
22227,2021/11/8 21:30,114.120384,22.606783,0,39
22227,2021/11/8 21:52,114.1343,22.6173,0,0
22227,2021/11/8 22:03,114.129051,22.642267,0,2
22227,2021/11/8 22:33,114.043404,22.687983,0,13
22227,2021/11/8 22:47,114.060783,22.648968,0,5
22227,2021/11/8 23:01,114.019615,22.633249,0,9
22227,2021/11/8 23:13,114.0299,22.665417,0,15
22227,2021/11/8 23:32,114.043221,22.644501,0,38
22227,2021/11/8 23:40,114.058365,22.635799,0,12
22227,2021/11/8 23:46,114.064766,22.633368,0,44
22228,2021/11/8 0:38,113.909782,22.54365,0,47
22228,2021/11/8 0:46,113.913765,22.5222,0,0
22228,2021/11/8 0:56,113.923553,22.513651,0,11
22228,2021/11/8 2:07,113.977531,22.560484,0,2
22228,2021/11/8 5:08,113.861984,22.558783,0,0
22228,2021/11/8 6:01,113.915749,22.51465,0,3
22228,2021/11/8 6:25,113.915169,22.491632,0,0
22228,2021/11/8 6:41,113.923447,22.493616,0,6
22228,2021/11/8 6:54,113.94342,22.506517,0,8
22228,2021/11/8 7:37,113.876083,22.583834,0,19
22228,2021/11/8 8:08,113.931717,22.560633,0,28
22228,2021/11/8 8:33,113.918915,22.51605,0,9
22228,2021/11/8 8:51,113.948814,22.540234,0,0
22228,2021/11/8 9:08,113.947052,22.542,0,0
22228,2021/11/8 9:31,113.928947,22.542967,0,2
22228,2021/11/8 9:49,113.942581,22.538383,0,0
22228,2021/11/8 10:08,113.938416,22.552732,0,22
22228,2021/11/8 10:23,113.920952,22.535601,0,0
22228,2021/11/8 10:49,114.054367,22.545383,0,2
22228,2021/11/8 11:06,114.092453,22.56155,0,0
22228,2021/11/8 11:24,114.08403,22.546432,0,0
22228,2021/11/8 11:39,114.026871,22.537434,0,0
22228,2021/11/8 11:57,114.062263,22.526051,0,0
22228,2021/11/8 12:32,114.046814,22.525999,0,24
22228,2021/11/8 12:39,114.048569,22.518984,0,2
22228,2021/11/8 12:56,114.087952,22.547234,0,0
22228,2021/11/8 13:00,114.087349,22.556267,0,1
22228,2021/11/8 13:19,114.09507,22.580116,0,1
22228,2021/11/8 13:53,114.124229,22.554199,0,1
22228,2021/11/8 13:59,114.102234,22.558666,0,0
22228,2021/11/8 14:43,114.052521,22.535534,0,1
22228,2021/11/8 14:58,114.006432,22.537268,0,0
22228,2021/11/8 15:08,113.988152,22.524851,0,2
22228,2021/11/8 15:16,113.992867,22.534332,0,17
22228,2021/11/8 15:54,113.92572,22.545467,0,1
22228,2021/11/8 16:03,113.921997,22.530001,0,1
22228,2021/11/8 16:08,113.932297,22.521383,0,18
22228,2021/11/8 16:18,113.938454,22.552668,0,21
22228,2021/11/8 16:34,113.922386,22.545183,0,6
22228,2021/11/8 16:51,113.918282,22.543182,0,0
22228,2021/11/8 17:16,113.923019,22.529617,0,0
22228,2021/11/8 17:44,113.917,22.488333,0,3
22228,2021/11/8 17:48,113.920052,22.495733,0,11
22228,2021/11/8 18:55,113.93232,22.521816,0,3
22228,2021/11/8 19:06,113.92115,22.541218,0,1
22228,2021/11/8 19:53,114.010696,22.640133,0,0
22228,2021/11/8 20:20,114.020233,22.539316,0,0
22228,2021/11/8 20:33,113.945236,22.524851,0,1
22228,2021/11/8 20:51,113.903702,22.567734,0,0
22228,2021/11/8 21:31,113.897415,22.5835,0,0
22228,2021/11/8 21:32,113.896179,22.582033,0,14
22228,2021/11/8 21:56,113.892448,22.505449,0,0
22228,2021/11/8 22:19,113.98745,22.529533,0,0
22228,2021/11/8 23:16,113.94342,22.506517,0,2
22228,2021/11/8 23:29,113.919586,22.489799,0,0
22228,2021/11/8 23:48,113.990982,22.530434,0,0
22229,2021/11/8 7:26,114.059502,22.664499,0,12
22229,2021/11/8 7:42,114.022903,22.670099,0,61
22229,2021/11/8 13:42,114.016899,22.6612,0,18
22229,2021/11/8 13:55,114.027397,22.657101,0,22
22229,2021/11/8 14:12,114.005302,22.656401,0,16
22229,2021/11/8 14:24,113.985199,22.681499,0,9
22229,2021/11/8 15:05,114.039299,22.712799,0,42
22229,2021/11/8 15:32,114.082497,22.7047,0,35
22229,2021/11/8 16:03,114.0438,22.600201,0,25
22229,2021/11/8 16:13,114.034897,22.623501,0,46
22229,2021/11/8 16:34,114.0261,22.6283,0,37
22229,2021/11/8 17:09,114.007401,22.6341,0,12
22229,2021/11/8 17:55,113.807297,22.622299,0,57
22229,2021/11/8 19:34,114.199699,22.6458,0,7
22229,2021/11/8 20:20,114.066399,22.617001,0,22
22229,2021/11/8 21:53,114.047302,22.604099,0,1
22229,2021/11/8 22:02,114.028503,22.622101,0,18
22229,2021/11/8 22:25,114.034798,22.6555,0,5
22229,2021/11/8 22:31,114.035301,22.646099,0,38
22229,2021/11/8 22:57,114.017899,22.651501,0,11
22229,2021/11/8 23:31,114.021202,22.663799,0,7
22229,2021/11/8 23:36,114.030602,22.667,0,20
22229,2021/11/8 23:53,114.042,22.6747,0,18
22230,2021/11/8 6:13,114.106384,22.6161,0,0
22230,2021/11/8 7:11,114.063164,22.655434,0,1
22230,2021/11/8 7:52,114.0439,22.669634,0,10
22230,2021/11/8 8:04,114.040436,22.651182,0,41
22230,2021/11/8 8:19,114.018303,22.655899,0,6
22230,2021/11/8 8:42,113.947899,22.686283,0,1
22230,2021/11/8 9:47,113.809769,22.627666,0,0
22230,2021/11/8 11:12,113.885513,22.549917,0,24
22230,2021/11/8 11:28,113.891281,22.562183,0,28
22230,2021/11/8 11:38,113.882248,22.559017,0,3
22230,2021/11/8 11:50,113.882347,22.5595,0,0
22230,2021/11/8 12:10,113.910103,22.584101,0,14
22230,2021/11/8 12:12,113.910431,22.582483,0,0
22230,2021/11/8 12:17,113.895569,22.5818,0,20
22230,2021/11/8 12:44,113.854446,22.627666,0,0
22230,2021/11/8 13:09,113.841682,22.603634,0,31
22230,2021/11/8 13:26,113.830933,22.602318,0,0
22230,2021/11/8 14:38,113.809814,22.627733,0,31
22230,2021/11/8 14:56,113.854401,22.620783,0,6
22230,2021/11/8 15:20,113.850632,22.6201,0,0
22230,2021/11/8 15:56,113.832947,22.678049,0,17
22230,2021/11/8 16:26,113.9235,22.686567,0,0
22230,2021/11/8 16:36,113.936729,22.681549,0,20
22230,2021/11/8 17:14,114.043602,22.635267,0,25
22230,2021/11/8 18:36,114.049133,22.646833,0,12
22230,2021/11/8 19:07,114.062286,22.639784,0,43
22230,2021/11/8 19:26,114.035629,22.620884,0,0
22230,2021/11/8 19:27,114.035782,22.620333,0,15
22230,2021/11/8 19:50,114.057999,22.663218,0,0
22230,2021/11/8 20:06,114.055664,22.630283,0,19
22230,2021/11/8 20:32,114.220718,22.699883,0,9
22230,2021/11/8 21:06,114.181213,22.631832,0,0
22230,2021/11/8 21:28,114.157333,22.614634,0,11
22230,2021/11/8 21:32,114.150101,22.607349,0,56
22230,2021/11/8 21:52,114.116585,22.64855,0,11
22230,2021/11/8 22:02,114.133698,22.617617,0,13
22230,2021/11/8 22:17,114.112564,22.6049,0,0
22230,2021/11/8 22:26,114.128487,22.618082,0,42
22230,2021/11/8 22:28,114.122551,22.613132,0,5
22230,2021/11/8 22:54,114.139465,22.628067,0,29
22230,2021/11/8 23:06,114.104065,22.609133,0,0
22230,2021/11/8 23:10,114.111252,22.607616,0,3
22230,2021/11/8 23:18,114.108467,22.617517,0,6
22230,2021/11/8 23:28,114.110985,22.608517,0,0
22230,2021/11/8 23:38,114.130516,22.607183,0,0
22230,2021/11/8 23:45,114.127266,22.624849,0,40
22231,2021/11/8 0:18,113.840965,22.596251,0,29
22231,2021/11/8 1:32,114.063271,22.654751,0,0
22231,2021/11/8 1:48,114.09697,22.631451,0,63
22231,2021/11/8 2:17,114.009331,22.664516,0,4
22231,2021/11/8 3:01,113.868668,22.576082,0,38
22231,2021/11/8 4:47,113.874832,22.5984,0,47
22231,2021/11/8 5:16,113.807617,22.626617,0,3
22231,2021/11/8 5:25,113.856354,22.617001,0,0
22231,2021/11/8 6:23,113.896431,22.565468,0,55
22231,2021/11/8 6:33,113.899071,22.557617,0,0
22231,2021/11/8 6:50,113.898201,22.563667,0,35
22231,2021/11/8 7:10,113.848366,22.603201,0,40
22231,2021/11/8 7:27,113.886482,22.561016,0,1
22231,2021/11/8 7:37,113.880981,22.551718,0,17
22231,2021/11/8 7:53,113.867218,22.570732,0,11
22231,2021/11/8 8:05,113.895569,22.563566,0,0
22231,2021/11/8 8:11,113.887764,22.572468,0,56
22231,2021/11/8 8:23,113.878349,22.56885,0,0
22231,2021/11/8 8:29,113.876801,22.563683,0,31
22231,2021/11/8 8:51,113.909035,22.56885,0,10
22231,2021/11/8 9:25,113.895981,22.558901,0,2
22231,2021/11/8 9:30,113.894249,22.559483,0,13
22231,2021/11/8 9:42,113.879486,22.565916,0,42
22231,2021/11/8 10:13,113.807953,22.626682,0,16
22231,2021/11/8 11:37,113.900551,22.565367,0,27
22231,2021/11/8 11:41,113.894402,22.55335,0,23
22231,2021/11/8 12:01,113.86142,22.5753,0,57
22231,2021/11/8 12:08,113.87487,22.561783,0,11
22231,2021/11/8 12:26,113.918015,22.588783,0,38
22231,2021/11/8 12:53,113.925049,22.685833,0,40
22231,2021/11/8 12:58,113.919815,22.676382,0,25
22231,2021/11/8 13:26,113.894363,22.567751,0,1
22231,2021/11/8 13:37,113.903633,22.561983,0,0
22231,2021/11/8 13:51,113.889816,22.5634,0,12
22231,2021/11/8 14:01,113.894333,22.567568,0,5
22231,2021/11/8 14:11,113.853264,22.6047,0,0
22231,2021/11/8 14:32,113.859283,22.577267,0,33
22231,2021/11/8 14:46,113.858452,22.612633,0,55
22231,2021/11/8 14:52,113.873169,22.597851,0,0
22231,2021/11/8 15:09,113.903397,22.55975,0,1
22231,2021/11/8 15:37,113.900948,22.565201,0,7
22231,2021/11/8 15:47,113.884354,22.577682,0,0
22231,2021/11/8 15:56,113.891151,22.565067,0,53
22231,2021/11/8 16:04,113.894852,22.567066,0,19
22231,2021/11/8 16:19,113.898598,22.567383,0,1
22231,2021/11/8 16:29,113.901001,22.582632,0,1
22231,2021/11/8 16:45,113.86908,22.577368,0,17
22231,2021/11/8 17:05,113.889885,22.567066,0,1
22231,2021/11/8 17:19,113.871513,22.574833,0,0
22231,2021/11/8 17:23,113.862534,22.574533,0,57
22231,2021/11/8 18:07,113.889915,22.58145,0,0
22231,2021/11/8 18:28,113.92028,22.669567,0,0
22231,2021/11/8 18:43,113.931015,22.686234,0,12
22231,2021/11/8 18:55,113.923798,22.686567,0,10
22231,2021/11/8 19:02,113.901985,22.716232,0,63
22231,2021/11/8 20:00,113.912201,22.759666,0,30
22231,2021/11/8 20:43,113.82325,22.721582,0,40
22231,2021/11/8 21:12,113.874565,22.582083,0,26
22231,2021/11/8 21:42,113.920853,22.671583,0,51
22231,2021/11/8 21:57,113.946266,22.6845,0,55
22231,2021/11/8 22:14,113.912636,22.656433,0,63
22231,2021/11/8 23:10,113.806816,22.666201,0,55
22231,2021/11/8 23:34,113.803032,22.7257,0,0
22232,2021/11/8 0:23,113.888016,22.577917,0,0
22232,2021/11/8 0:43,113.898819,22.57225,0,0
22232,2021/11/8 0:52,113.88327,22.578867,0,12
22232,2021/11/8 1:18,113.900734,22.570868,0,0
22232,2021/11/8 1:53,113.90313,22.560551,0,0
22232,2021/11/8 8:09,113.82222,22.642782,0,18
22232,2021/11/8 8:34,113.859535,22.576851,0,0
22232,2021/11/8 9:00,113.839813,22.587099,0,12
22232,2021/11/8 9:30,113.903786,22.562117,0,16
22232,2021/11/8 9:45,113.886353,22.561001,0,0
22232,2021/11/8 9:55,113.881882,22.558216,0,0
22232,2021/11/8 10:05,113.869667,22.557301,0,54
22232,2021/11/8 10:30,113.859535,22.576733,0,20
22232,2021/11/8 10:51,113.865517,22.60545,0,0
22232,2021/11/8 11:16,113.872803,22.559933,0,0
22232,2021/11/8 11:26,113.897202,22.564951,0,0
22232,2021/11/8 11:37,113.856102,22.590349,0,12
22232,2021/11/8 12:12,113.883614,22.569567,0,0
22232,2021/11/8 13:22,113.8871,22.58835,0,41
22232,2021/11/8 13:42,113.890999,22.570984,0,0
22232,2021/11/8 15:28,113.875816,22.586399,0,0
22232,2021/11/8 15:43,113.841469,22.605568,0,0
22232,2021/11/8 16:18,113.876617,22.587017,0,27
22232,2021/11/8 17:04,113.883652,22.5788,0,2
22232,2021/11/8 18:00,113.840416,22.766518,0,28
22232,2021/11/8 18:41,113.808853,22.707666,0,29
22232,2021/11/8 19:01,113.799866,22.716433,0,22
22232,2021/11/8 20:32,113.88987,22.576218,0,23
22232,2021/11/8 21:17,113.876068,22.585817,0,25
22232,2021/11/8 21:37,113.883835,22.564667,0,33
22232,2021/11/8 21:42,113.88842,22.568466,0,0
22232,2021/11/8 23:17,113.858536,22.585266,0,0
22232,2021/11/8 23:27,113.837379,22.617268,0,11
22232,2021/11/8 23:53,113.856682,22.585966,0,64
22234,2021/11/8 0:18,114.117935,22.614201,0,34
22234,2021/11/8 0:24,114.110466,22.612932,0,0
22234,2021/11/8 0:38,114.119781,22.603617,0,0
22234,2021/11/8 0:38,114.118599,22.603333,0,33
22234,2021/11/8 0:46,114.109383,22.598482,0,31
22234,2021/11/8 0:50,114.107735,22.6015,0,15
22234,2021/11/8 0:58,114.110886,22.58765,0,35
22234,2021/11/8 1:06,114.136452,22.624033,0,13
22234,2021/11/8 9:16,114.217529,22.633932,0,1
22234,2021/11/8 9:36,114.207436,22.673416,0,37
22234,2021/11/8 10:20,114.207947,22.645918,0,0
22234,2021/11/8 11:06,114.221115,22.6763,0,0
22234,2021/11/8 11:38,114.200851,22.65065,0,0
22234,2021/11/8 13:33,114.200348,22.643482,0,0
22234,2021/11/8 13:39,114.20237,22.649567,0,25
22234,2021/11/8 14:53,114.228897,22.6478,0,33
22234,2021/11/8 15:11,114.196732,22.650333,0,13
22234,2021/11/8 17:23,114.190819,22.646816,0,24
22234,2021/11/8 18:23,114.111504,22.593033,0,2
22234,2021/11/8 18:32,114.111397,22.601566,0,7
22234,2021/11/8 18:48,114.159019,22.60915,0,4
22234,2021/11/8 18:49,114.159019,22.60915,0,0
22234,2021/11/8 19:14,114.102081,22.624701,0,0
22234,2021/11/8 19:26,114.11235,22.607782,0,0
22234,2021/11/8 19:37,114.099152,22.607082,0,23
22234,2021/11/8 19:43,114.100266,22.607483,0,19
22234,2021/11/8 19:44,114.100433,22.607668,0,0
22234,2021/11/8 19:57,114.110832,22.58765,0,15
22234,2021/11/8 20:18,114.146736,22.648884,0,13
22234,2021/11/8 20:40,114.146004,22.614082,0,18
22234,2021/11/8 20:55,114.109352,22.627518,0,0
22234,2021/11/8 21:14,114.107101,22.612818,0,0
22234,2021/11/8 21:14,114.107353,22.61175,0,17
22234,2021/11/8 21:24,114.11985,22.621267,0,2
22234,2021/11/8 22:00,114.052299,22.605667,0,0
22234,2021/11/8 22:01,114.052299,22.605667,0,0
22234,2021/11/8 22:09,114.040314,22.611633,0,27
22234,2021/11/8 22:18,114.032204,22.619034,0,0
22234,2021/11/8 22:38,114.061134,22.643299,0,0
22234,2021/11/8 22:45,114.079185,22.643267,0,0
22234,2021/11/8 22:49,114.069649,22.64455,0,19
22234,2021/11/8 23:13,114.12027,22.611567,0,0
22234,2021/11/8 23:18,114.132896,22.6161,0,16
22234,2021/11/8 23:27,114.122185,22.63295,0,0
22234,2021/11/8 23:41,114.104332,22.622417,0,1
22234,2021/11/8 23:50,114.121185,22.609983,0,7
22234,2021/11/8 23:53,114.120216,22.611282,0,0
22235,2021/11/8 0:48,113.874184,22.5725,0,46
22235,2021/11/8 1:19,114.077766,22.538883,0,0
22235,2021/11/8 2:15,113.912132,22.531282,0,0
22235,2021/11/8 2:44,113.934135,22.5217,0,0
22235,2021/11/8 3:31,113.889351,22.503283,0,0
22235,2021/11/8 3:45,113.912514,22.5196,0,0
22235,2021/11/8 6:00,114.050903,22.550249,0,0
22235,2021/11/8 6:20,114.114914,22.534782,0,0
22235,2021/11/8 7:31,113.809586,22.627117,0,0
22235,2021/11/8 8:53,114.116447,22.579983,0,0
22235,2021/11/8 9:25,114.088768,22.543516,0,0
22235,2021/11/8 9:55,114.034554,22.546534,0,0
22235,2021/11/8 10:04,114.008133,22.538317,0,13
22235,2021/11/8 11:01,113.908897,22.544333,0,0
22235,2021/11/8 11:31,114.093002,22.571934,0,0
22235,2021/11/8 12:11,113.927666,22.636984,0,0
22235,2021/11/8 13:08,113.978203,22.5896,0,0
22235,2021/11/8 13:14,113.9506,22.583817,0,36
22235,2021/11/8 14:42,113.814316,22.677532,0,30
22235,2021/11/8 15:55,113.841919,22.603468,0,0
22235,2021/11/8 16:43,113.920769,22.53565,0,0
22235,2021/11/8 16:48,113.915169,22.530251,0,0
22235,2021/11/8 17:33,113.931801,22.518784,0,0
22235,2021/11/8 18:22,113.809235,22.62735,0,0
22235,2021/11/8 19:29,113.917381,22.530916,0,13
22235,2021/11/8 19:41,113.93232,22.520884,0,0
22235,2021/11/8 20:07,113.909935,22.487333,0,0
22235,2021/11/8 20:33,113.927696,22.517166,0,0
22235,2021/11/8 21:35,113.809067,22.627184,0,0
22235,2021/11/8 22:24,114.121201,22.543383,0,0
22235,2021/11/8 22:59,113.988068,22.539118,0,1
22235,2021/11/8 23:13,113.917664,22.533133,0,0
22235,2021/11/8 23:24,113.923347,22.502701,0,0
22235,2021/11/8 23:39,113.907036,22.534201,0,0
22235,2021/11/8 23:50,113.933334,22.521601,0,0
22235,2021/11/8 23:59,113.924553,22.530067,0,26
22236,2021/11/8 0:12,114.144096,22.606768,0,0
22236,2021/11/8 0:29,114.191414,22.6499,0,0
22236,2021/11/8 0:57,114.15757,22.6134,0,11
22236,2021/11/8 1:05,114.135719,22.602917,0,1
22236,2021/11/8 1:38,114.091232,22.694532,0,30
22236,2021/11/8 7:20,114.111069,22.6537,0,29
22236,2021/11/8 8:39,114.062431,22.723682,0,0
22236,2021/11/8 9:22,114.116264,22.656567,0,6
22236,2021/11/8 10:05,114.1371,22.677168,0,2
22236,2021/11/8 11:41,114.11203,22.6028,0,8
22236,2021/11/8 14:34,114.131287,22.6775,0,10
22236,2021/11/8 15:09,114.136131,22.715366,0,0
22236,2021/11/8 16:24,114.110931,22.6229,0,0
22236,2021/11/8 17:20,114.035187,22.610817,0,0
22236,2021/11/8 17:53,114.004021,22.661118,0,0
22236,2021/11/8 17:53,114.004021,22.661118,0,0
22236,2021/11/8 18:32,114.026016,22.654333,0,19
22236,2021/11/8 19:01,114.007629,22.653549,0,0
22236,2021/11/8 19:01,114.006866,22.654484,0,27
22236,2021/11/8 19:30,114.05632,22.636316,0,13
22236,2021/11/8 19:46,114.084,22.645849,0,25
22236,2021/11/8 19:59,114.100616,22.644684,0,1
22236,2021/11/8 20:18,114.117821,22.678801,0,0
22236,2021/11/8 20:40,114.151398,22.631184,0,20
22236,2021/11/8 20:48,114.150932,22.6185,0,5
22236,2021/11/8 21:00,114.139687,22.603251,0,13
22236,2021/11/8 21:10,114.145348,22.611,0,1
22236,2021/11/8 21:29,114.112785,22.596849,0,0
22236,2021/11/8 21:44,114.132004,22.605818,0,16
22236,2021/11/8 22:01,114.133614,22.610149,0,13
22236,2021/11/8 22:10,114.11322,22.603251,0,0
22236,2021/11/8 22:24,114.10923,22.630783,0,0
22236,2021/11/8 22:24,114.10923,22.630783,0,0
22236,2021/11/8 22:43,114.151497,22.630301,0,23
22236,2021/11/8 22:56,114.11763,22.6047,0,0
22236,2021/11/8 23:12,114.153687,22.616699,0,0
22236,2021/11/8 23:23,114.132652,22.610268,0,29
22237,2021/11/8 0:12,113.816116,22.674868,0,0
22237,2021/11/8 0:17,113.826599,22.649633,0,73
22237,2021/11/8 1:10,113.86087,22.658768,0,5
22237,2021/11/8 1:15,113.859734,22.642433,0,68
22237,2021/11/8 1:39,113.861534,22.575317,0,39
22237,2021/11/8 2:38,113.89798,22.583834,0,41
22237,2021/11/8 3:20,113.852814,22.588484,0,58
22237,2021/11/8 3:32,113.85598,22.567432,0,42
22237,2021/11/8 3:41,113.869301,22.57795,0,0
22237,2021/11/8 8:53,113.840683,22.60675,0,0
22237,2021/11/8 10:15,113.8013,22.695499,0,41
